ID StudentId IndeksId IspitId BrojPrijavaIspita Ocena
1150 9 9 8 2 8
1151 6 7 7 4 9
1152 4 4 2 3 7
1153 2 8 7 5 7
1154 8 6 8 1 7
1155 6 3 1 1 10
1156 1 7 5 5 6
1157 1 8 8 5 10
1158 8 7 3 1 7
1159 3 5 1 1 5
1160 4 9 6 3 7
1161 2 2 3 1 8
1162 1 2 9 2 6
1163 5 8 9 1 10
1164 6 8 9 3 5
1165 4 6 6 4 8
1166 8 5 7 5 6
1167 7 9 1 4 8
1168 7 7 2 4 9
1169 4 7 3 1 5
1170 1 5 2 3 8
1171 6 2 7 2 6
1172 4 2 5 2 10
1173 2 4 8 5 6
1174 3 8 6 4 7
1175 1 7 4 1 7
1176 7 1 3 4 7
1177 7 9 7 5 6
1178 8 4 3 4 6
1179 8 1 6 5 8
1180 1 9 9 2 5
1181 5 6 4 2 6
1182 1 8 9 5 7
1183 8 4 4 1 7
1184 6 1 3 4 5
1185 6 1 9 1 9
1186 8 7 3 4 7
1187 1 6 5 4 7
1188 1 4 9 4 5
1189 8 5 9 5 5
1190 2 4 2 1 9
1191 1 2 9 1 6
1192 7 7 5 1 6
1193 8 8 6 3 9
1194 5 1 1 2 7
1195 3 8 2 3 8
1196 3 8 8 5 5
1197 3 6 1 4 10
1198 9 5 7 1 5
1199 1 7 5 2 8
1200 5 8 6 4 5
1201 6 3 2 1 7
1202 5 8 4 4 5
1203 6 8 2 3 10
1204 7 4 2 4 9
1205 6 2 7 3 8
1206 6 3 1 5 9
1207 4 3 8 5 9
1208 7 9 6 3 6
1209 2 5 7 1 5
1210 7 6 5 3 7
1211 3 7 8 1 5
1212 3 2 8 2 9
1213 4 3 7 3 7
1214 7 8 2 1 8
1215 4 6 2 1 10
1216 8 3 9 5 8
1217 7 9 2 4 6
1218 4 8 8 1 7
1219 4 1 8 1 8
1220 2 9 8 2 5
1221 5 8 2 1 10
1222 7 3 7 3 6
1223 4 8 4 2 7
1224 2 9 9 2 7
1225 9 5 3 3 7
1226 9 8 1 2 9
1227 1 1 8 2 5
1228 6 9 6 2 8
1229 2 9 7 3 6
1230 6 4 1 4 6
1231 3 4 8 2 9
1232 7 9 8 4 7
1233 4 9 6 2 10
1234 9 8 2 2 6
1235 6 6 3 2 8
1236 6 3 6 1 5
1237 1 7 6 4 6
1238 1 7 9 2 8
1239 5 2 5 1 10
1240 7 7 8 4 5
1241 4 6 2 2 7
1242 7 9 9 3 7
1243 9 5 4 1 6
1244 3 1 9 4 7
1245 3 6 8 3 10
1246 3 5 4 5 7
1247 8 9 4 5 9
1248 6 5 1 3 5
1249 9 9 1 1 7
1250 3 8 7 5 8
1251 4 7 2 1 10
1252 2 8 5 3 7
1253 6 8 3 1 8
1254 1 8 6 2 8
1255 5 2 4 2 8
1256 4 4 5 2 9
1257 2 5 9 2 9
1258 1 3 3 3 6
1259 4 7 9 2 7
1260 4 4 1 1 8
1261 3 2 1 2 8
1262 4 8 6 3 9
1263 9 8 3 3 6
1264 5 4 3 3 6
1265 4 7 9 2 7
1266 2 4 9 3 10
1267 7 5 5 3 10
1268 7 7 1 4 8
1269 6 4 1 1 7
1270 3 9 9 2 7
1271 8 5 9 2 7
1272 2 1 6 2 5
1273 8 7 9 5 8
1274 4 2 1 5 5
1275 8 4 8 1 7
1276 2 6 6 1 7
1277 8 9 6 2 8
1278 4 1 7 5 8
1279 2 3 4 4 9
1280 7 6 7 3 10
1281 9 8 4 5 8
1282 3 8 8 2 5
1283 1 5 6 3 10
1284 2 4 4 4 9
1285 6 8 2 5 9
1286 5 7 9 4 8
1287 6 8 4 4 8
1288 3 9 3 1 8
1289 3 7 2 2 10
1290 8 6 6 4 5
1291 1 8 1 3 6
1292 1 2 8 5 7
1293 6 1 8 4 10
1294 2 2 1 4 10
1295 7 1 4 3 8
1296 1 4 3 1 9
1297 7 3 6 1 7
1298 4 2 6 2 6
1299 7 8 4 1 6
1300 3 9 7 1 9
1301 7 4 7 1 10
1302 4 7 8 1 9
1303 8 8 5 4 10
1304 7 4 7 3 10
1305 8 7 1 4 6
1306 4 3 2 5 6
1307 1 4 2 1 10
1308 3 1 3 4 9
1309 4 7 1 1 6
1310 4 1 8 4 5
1311 7 4 8 3 8
1312 4 3 1 3 8
1313 4 9 1 5 9
1314 9 4 8 2 5
1315 2 2 3 5 10
1316 6 4 4 1 7
1317 2 4 7 1 8
1318 4 4 1 5 7
1319 7 2 5 5 6
1320 3 3 3 4 7
1321 6 2 8 4 10
1322 9 3 1 2 5
1323 9 7 3 2 10
1324 9 8 4 1 7
1325 7 2 1 5 9
1326 5 4 7 2 5
1327 3 6 8 3 10
1328 4 3 9 3 7
1329 3 9 5 3 6
1330 9 7 4 2 6
1331 5 3 8 1 7
1332 4 7 8 4 10
1333 3 5 9 2 8
1334 7 3 8 1 5
1335 5 1 3 5 8
1336 9 1 3 4 9
1337 4 8 8 3 6
1338 3 7 5 3 10
1339 9 1 2 1 5
1340 1 4 9 2 5
1341 1 3 3 3 6
1342 4 8 4 2 6
1343 4 3 7 5 9
1344 1 2 5 2 5
1345 2 2 3 3 7
1346 1 1 6 2 9
1347 6 6 9 4 5
1348 4 2 1 2 9
1349 5 6 4 5 10
1350 1 2 6 3 9
1351 6 5 5 4 7
1352 6 1 6 5 7
1353 4 4 4 2 5
1354 7 8 9 1 6
1355 9 6 9 1 7
1356 8 6 4 3 6
1357 7 2 9 4 7
1358 1 3 3 2 7
1359 4 9 9 4 5
1360 5 9 3 5 5
1361 1 7 4 4 10
1362 2 4 1 1 6
1363 5 2 8 5 10
1364 2 9 2 5 7
1365 5 9 2 4 7
1366 6 2 6 4 5
1367 5 6 4 5 5
1368 9 1 5 1 10
1369 5 8 5 5 9
1370 6 6 4 2 7
1371 9 5 4 5 8
1372 9 2 8 3 9
1373 5 6 7 2 9
1374 5 6 7 4 7
1375 8 5 7 1 10
1376 2 8 5 4 7
1377 9 7 1 3 7
1378 5 6 7 3 9
1379 5 2 1 4 10
1380 2 3 2 3 9
1381 6 2 1 5 9
1382 5 4 5 4 7
1383 5 4 1 3 10
1384 1 7 7 3 8
1385 3 2 1 4 6
1386 5 2 9 2 9
1387 9 1 6 1 7
1388 7 3 8 4 5
1389 9 2 1 2 5
1390 5 4 4 1 5
1391 2 7 5 1 6
1392 3 8 8 5 6
1393 8 1 9 3 9
1394 4 5 9 1 7
1395 9 5 1 1 9
1396 4 7 4 4 9
1397 9 6 8 5 5
1398 3 7 6 2 7
1399 8 8 6 5 6
1400 5 7 2 3 9
1401 7 1 1 2 9
1402 6 6 6 1 10
1403 3 1 3 4 5
1404 2 9 8 3 10
1405 2 3 1 4 6
1406 6 9 5 5 6
1407 7 3 8 2 8
1408 8 9 4 2 5
1409 7 4 4 1 5
1410 3 6 8 5 7
1411 1 3 8 3 7
1412 2 2 4 1 6
1413 9 9 9 4 10
1414 6 3 6 5 8
1415 7 2 2 2 8
1416 8 8 3 2 7
1417 6 3 3 4 9
1418 6 1 1 5 5
1419 4 1 3 3 6
1420 6 2 9 3 8
1421 2 6 6 3 8
1422 6 4 5 5 7
1423 6 8 5 5 8
1424 8 6 4 4 5
1425 1 9 7 1 8
1426 2 9 5 2 10
1427 9 7 7 5 7
1428 7 1 9 1 5
1429 6 6 8 4 7
1430 7 9 1 5 5
1431 1 6 3 1 7
1432 5 1 5 5 10
1433 7 5 2 2 6
1434 4 9 9 3 10
1435 1 4 1 5 5
1436 6 7 8 2 6
1437 4 6 2 1 5
1438 7 7 6 4 6
1439 3 8 1 2 5
1440 3 9 4 3 6
1441 3 5 8 3 7
1442 6 2 8 3 8
1443 7 8 7 4 7
1444 9 6 3 2 9
1445 4 1 5 3 7
1446 4 6 9 1 7
1447 2 6 5 4 6
1448 1 4 5 3 9
1449 6 1 2 2 10
1450 3 4 4 4 10
1451 1 2 9 4 10
1452 9 9 1 4 9
1453 7 1 6 4 6
1454 6 9 8 5 6
1455 9 4 6 1 6
1456 4 3 9 3 8
1457 2 8 4 5 6
1458 9 4 4 3 6
1459 1 2 3 5 6
1460 8 2 2 4 7
1461 4 3 6 2 6
1462 5 8 2 5 6
1463 9 2 1 5 5
1464 5 1 2 4 7
1465 7 6 3 3 9
1466 8 8 1 1 10
1467 2 5 7 1 6
1468 9 8 5 1 9
1469 4 9 2 1 8
1470 5 5 3 5 6
1471 1 2 6 1 6
1472 1 2 3 2 6
1473 1 3 9 4 6
1474 2 8 8 1 5
1475 1 3 2 5 6
1476 6 2 4 5 8
1477 4 2 7 1 9
1478 5 8 7 5 10
1479 5 2 1 4 8
1480 3 1 4 4 5
1481 7 3 8 2 8
1482 7 3 4 2 7
1483 7 1 1 3 10
1484 2 2 1 3 10
1485 5 1 6 4 8
1486 5 2 4 2 5
1487 6 8 6 5 5
1488 2 9 7 2 8
1489 5 9 6 4 9
1490 4 6 4 3 8
1491 6 5 5 5 6
1492 1 4 3 4 10
1493 4 3 4 4 8
1494 9 8 1 4 6
1495 7 9 3 5 5
1496 4 7 5 4 9
1497 2 5 4 4 10
1498 6 1 3 5 5
1499 3 6 7 1 5
1500 2 9 2 3 5
1501 9 2 8 4 10
1502 9 3 8 4 5
1503 8 2 7 2 10
1504 6 3 5 4 7
1505 1 7 8 3 10
1506 9 2 1 5 7
1507 8 6 6 3 10
1508 4 8 7 3 6
1509 3 3 1 3 7
1510 1 5 8 3 9
1511 4 9 3 4 10
1512 2 7 9 1 8
1513 1 4 1 2 10
1514 5 2 8 4 5
1515 1 2 5 3 6
1516 5 6 5 5 7
1517 5 2 9 3 6
1518 5 2 1 2 5
1519 8 3 3 3 6
1520 4 6 7 1 10
1521 1 6 1 4 5
1522 8 9 2 1 6
1523 8 3 7 3 7
1524 6 2 9 1 8
1525 1 3 1 3 6
1526 6 9 4 5 9
1527 2 3 3 1 6
1528 7 7 4 3 6
1529 6 6 1 4 6
1530 2 5 6 2 7
1531 9 7 5 1 8
1532 7 7 8 4 6
1533 2 3 6 3 10
1534 1 5 3 4 9
1535 4 1 3 2 10
1536 3 8 2 3 5
1537 4 7 6 2 7
1538 3 1 8 2 7
1539 3 7 7 2 9
1540 1 7 9 1 9
1541 5 2 8 3 8
1542 6 9 5 1 6
1543 7 8 9 5 9
1544 1 5 3 3 9
1545 8 9 6 3 8
1546 3 8 9 4 6
1547 6 8 1 5 7
1548 1 1 2 5 8
1549 8 4 1 5 9
1550 1 2 3 4 6
1551 4 3 2 5 6
1552 9 9 8 4 10
1553 4 3 9 2 6
1554 8 6 5 5 5
1555 8 5 4 4 8
1556 2 1 8 2 7
1557 3 7 1 3 8
1558 4 3 2 2 8
1559 5 8 2 2 6
1560 4 5 8 2 7
1561 8 8 7 5 6
1562 5 8 9 4 10
1563 2 8 3 1 8
1564 6 1 2 3 7
1565 3 8 8 3 6
1566 1 6 8 1 10
1567 5 9 3 4 8
1568 4 6 3 1 9
1569 5 3 8 4 10
1570 9 1 5 2 7
1571 4 2 5 5 9
1572 6 3 6 5 10
1573 1 5 7 5 7
1574 7 8 5 1 8
1575 8 1 2 4 5
1576 7 3 3 1 5
1577 4 7 8 2 6
1578 4 1 1 2 9
1579 2 3 9 1 9
1580 6 5 9 3 5
1581 1 5 1 4 9
1582 4 9 6 5 6
1583 2 9 7 4 7
1584 7 2 1 4 9
1585 5 8 2 5 7
1586 9 8 4 1 8
1587 3 4 9 1 7
1588 7 6 3 4 6
1589 7 2 3 4 10
1590 1 4 8 2 9
1591 5 2 1 5 7
1592 9 9 9 5 7
1593 9 9 6 5 9
1594 6 8 2 1 7
1595 6 2 4 1 9
1596 4 7 5 4 6
1597 1 8 3 2 6
1598 5 8 8 4 6
1599 3 8 6 4 10
1600 4 3 4 1 10
1601 2 6 3 1 8
1602 6 8 8 2 10
1603 9 7 5 5 8
1604 7 7 4 5 9
1605 8 7 3 4 8
1606 6 1 8 4 8
1607 1 3 7 1 6
1608 7 1 8 5 6
1609 7 2 3 1 5
1610 1 8 5 1 5
1611 4 3 9 5 9
1612 5 3 5 5 9
1613 2 6 1 4 9
1614 2 7 2 2 5
1615 2 4 1 1 8
1616 6 6 6 2 10
1617 4 5 4 4 7
1618 4 1 2 3 7
1619 6 3 9 3 7
1620 7 3 8 3 9
1621 2 2 5 1 6
1622 2 7 4 2 6
1623 1 5 8 2 8
1624 8 9 2 1 5
1625 3 7 5 2 6
1626 3 7 5 4 10
1627 9 7 4 3 6
1628 2 8 4 2 5
1629 3 2 4 3 9
1630 4 4 4 5 5
1631 1 9 8 4 7
1632 8 3 9 2 6
1633 7 7 9 4 5
1634 8 1 1 4 7
1635 6 3 4 5 10
1636 3 4 6 5 7
1637 9 2 6 2 5
1638 4 7 4 3 5
1639 5 4 3 1 5
1640 3 7 1 3 9
1641 9 4 4 4 5
1642 4 7 6 4 10
1643 2 1 1 1 7
1644 2 9 6 2 10
1645 2 6 9 5 8
1646 3 8 9 4 6
1647 2 6 3 2 9
1648 3 8 2 4 10
1649 8 4 7 3 6
1650 6 3 4 1 7
1651 4 1 2 2 8
1652 8 5 4 2 5
1653 5 1 8 5 10
1654 3 8 8 4 6
1655 7 4 9 5 10
1656 9 9 7 5 9
1657 1 1 2 3 8
1658 7 3 3 2 9
1659 8 5 4 1 6
1660 3 1 6 1 6
1661 2 8 8 3 8
1662 8 6 6 3 10
1663 5 3 6 3 8
1664 5 9 3 3 9
1665 4 7 7 3 7
1666 4 4 6 2 8
1667 9 5 9 5 7
1668 4 4 9 2 5
1669 8 4 1 4 6
1670 2 9 4 2 5
1671 6 8 8 5 6
1672 7 4 1 3 9
1673 1 8 8 5 10
1674 2 1 2 2 9
1675 4 9 9 1 7
1676 3 8 1 2 10
1677 9 9 2 4 6
1678 6 6 7 3 9
1679 6 2 2 2 9
1680 5 4 2 1 6
1681 1 6 9 2 9
1682 7 6 2 1 7
1683 2 5 4 4 8
1684 5 8 4 1 9
1685 7 8 9 3 10
1686 2 4 4 5 9
1687 6 4 5 1 5
1688 8 6 3 3 6
1689 4 2 2 4 10
1690 2 2 5 1 8
1691 8 9 2 5 5
1692 4 2 7 1 9
1693 5 3 8 3 7
1694 2 2 9 1 9
1695 9 6 9 2 7
1696 2 5 5 3 9
1697 7 9 4 4 10
1698 2 5 1 2 6
1699 6 2 7 4 9
1700 1 3 1 3 5
1701 9 6 2 3 10
1702 4 6 4 2 5
1703 7 4 4 5 8
1704 8 1 4 5 7
1705 6 7 7 4 8
1706 5 9 6 3 5
1707 6 7 5 2 7
1708 1 4 4 1 10
1709 2 2 7 4 6
1710 1 9 5 4 6
1711 6 9 2 3 8
1712 9 3 5 1 5
1713 6 9 5 1 8
1714 6 3 9 5 7
1715 7 6 1 2 8
1716 1 9 9 5 10
1717 3 2 5 2 5
1718 2 4 8 5 5
1719 1 5 8 5 7
1720 3 6 5 3 8
1721 4 3 2 5 9
1722 1 8 8 5 10
1723 3 8 4 3 5
1724 2 5 9 2 6
1725 5 9 6 5 7
1726 7 2 5 2 8
1727 8 5 2 3 8
1728 5 9 1 5 9
1729 9 4 4 5 9
1730 6 1 8 4 6
1731 1 9 3 1 6
1732 2 5 9 4 7
1733 7 6 9 3 5
1734 6 6 6 4 6
1735 9 7 1 3 10
1736 6 8 9 4 9
1737 4 9 4 1 7
1738 2 9 4 3 5
1739 6 7 8 4 9
1740 7 7 2 2 8
1741 1 5 5 5 10
1742 5 2 3 3 10
1743 9 4 9 2 7
1744 9 3 4 5 8
1745 8 3 7 5 9
1746 3 2 6 2 5
1747 1 4 9 3 8
1748 4 7 9 5 5
1749 3 7 6 1 8
1750 5 4 6 5 9
1751 4 5 9 2 5
1752 1 7 5 3 7
1753 8 9 6 5 10
1754 2 9 1 2 6
1755 8 8 2 2 10
1756 7 9 1 5 8
1757 2 1 1 2 5
1758 2 7 8 3 10
1759 8 1 6 4 10
1760 2 5 4 4 8
1761 7 3 7 2 5
1762 2 8 3 3 8
1763 8 4 6 4 6
1764 3 4 2 4 8
1765 1 2 2 2 6
1766 8 9 8 2 10
1767 4 5 8 3 7
1768 5 3 2 3 10
1769 2 7 8 4 10
1770 9 1 2 1 9
1771 4 2 3 1 7
1772 5 8 6 1 8
1773 6 3 5 2 9
1774 1 6 6 3 5
1775 8 3 7 1 5
1776 1 7 8 3 7
1777 5 7 3 3 7
1778 3 9 3 5 10
1779 5 5 2 3 5
1780 8 5 5 1 6
1781 6 6 6 1 10
1782 3 1 9 5 5
1783 6 8 6 3 10
1784 8 6 9 4 9
1785 8 5 4 1 7
1786 2 5 3 4 7
1787 7 6 9 4 8
1788 4 4 5 4 5
1789 3 8 5 1 9
1790 3 7 9 1 9
1791 7 5 4 1 8
1792 7 2 8 5 6
1793 6 1 3 1 8
1794 6 8 2 4 5
1795 5 2 6 4 5
1796 6 3 8 4 8
1797 9 6 5 1 8
1798 9 9 4 3 5
1799 4 8 1 5 6
1800 4 4 1 4 6
1801 4 3 1 4 8
1802 9 2 8 2 6
1803 5 8 1 2 7
1804 9 6 5 3 6
1805 5 4 2 5 7
1806 8 1 6 2 5
1807 4 4 8 1 5
1808 4 7 1 4 9
1809 7 9 8 1 8
1810 1 3 5 5 8
1811 4 5 5 2 7
1812 6 9 8 1 6
1813 1 2 5 5 7
1814 8 4 9 4 7
1815 4 9 1 1 5
1816 5 2 9 1 7
1817 8 1 1 4 9
1818 6 5 7 1 7
1819 8 2 9 4 5
1820 3 5 6 3 7
1821 9 7 5 2 10
1822 2 9 8 1 10
1823 9 1 6 2 7
1824 5 9 4 3 9
1825 8 8 7 2 5
1826 9 7 5 2 6
1827 2 9 9 2 9
1828 8 5 9 3 5
1829 2 2 7 1 9
1830 3 8 7 3 7
1831 7 8 2 3 10
1832 3 1 5 4 5
1833 5 3 1 3 8
1834 8 6 4 1 7
1835 6 9 2 5 9
1836 2 1 1 1 10
1837 1 7 8 3 8
1838 7 7 7 2 5
1839 5 4 8 4 6
1840 9 5 3 4 5
1841 7 1 9 5 7
1842 6 1 9 1 8
1843 5 3 9 3 10
1844 5 6 2 4 5
1845 3 7 9 1 7
1846 6 8 2 5 7
1847 1 4 4 2 10
1848 8 8 1 3 5
1849 5 5 9 4 6
1850 6 7 8 1 7
1851 8 7 3 5 7
1852 7 8 1 1 8
1853 9 8 5 1 8
1854 4 7 9 4 5
1855 5 7 5 1 5
1856 9 7 1 1 10
1857 8 3 3 3 8
1858 3 8 7 1 9
1859 4 3 1 5 10
1860 7 9 5 5 5
1861 8 4 6 2 5
1862 3 5 6 5 8
1863 2 7 5 2 5
1864 5 1 5 3 9
1865 8 9 1 4 7
1866 6 9 2 2 8
1867 3 2 5 3 9
1868 9 7 9 4 8
1869 8 1 6 2 10
1870 5 1 7 5 5
1871 9 8 9 1 5
1872 6 5 2 2 9
1873 4 1 1 2 8
1874 1 9 6 5 10
1875 1 5 4 4 8
1876 1 9 2 2 5
1877 8 1 6 3 10
1878 6 5 6 5 8
1879 3 4 5 4 8
1880 1 2 8 1 9
1881 2 9 5 4 6
1882 7 1 4 4 8
1883 5 2 9 4 8
1884 6 1 1 4 10
1885 5 6 7 1 7
1886 3 4 4 1 8
1887 2 4 1 3 9
1888 2 6 3 2 7
1889 2 5 7 4 7
1890 1 4 1 4 9
1891 5 3 2 4 9
1892 4 7 8 1 6
1893 2 3 1 5 7
1894 8 8 6 3 7
1895 3 1 3 3 7
1896 3 4 1 4 7
1897 9 3 2 1 5
1898 8 1 7 2 10
1899 3 8 2 3 5
1900 8 6 9 3 10
1901 3 8 8 5 9
1902 9 8 7 2 5
1903 2 3 5 4 7
1904 4 3 6 2 8
1905 1 7 5 2 9
1906 9 9 5 4 6
1907 6 3 1 2 10
1908 9 3 4 4 10
1909 3 8 7 2 7
1910 6 6 7 3 6
1911 8 1 6 4 9
1912 5 4 8 5 6
1913 2 9 4 1 6
1914 1 6 8 4 10
1915 1 7 4 1 8
1916 7 4 3 4 6
1917 3 7 6 2 9
1918 9 6 9 4 8
1919 7 3 1 1 7
1920 6 5 9 2 9
1921 1 1 7 1 7
1922 3 8 8 2 5
1923 7 7 1 3 10
1924 5 4 9 3 6
1925 4 2 7 4 6
1926 8 4 9 1 6
1927 7 7 9 4 8
1928 1 1 1 2 9
1929 1 9 6 2 6
1930 2 3 1 2 8
1931 6 2 2 4 5
1932 9 6 2 5 9
1933 4 5 7 1 5
1934 6 9 8 3 8
1935 2 4 4 2 9
1936 4 3 6 5 6
1937 2 9 9 3 5
1938 4 6 5 4 7
1939 1 1 5 3 8
1940 3 4 4 3 5
1941 9 2 5 4 5
1942 4 6 3 5 7
1943 7 6 2 4 8
1944 4 8 6 1 7
1945 8 7 9 1 7
1946 9 6 9 1 8
1947 4 1 8 1 6
1948 7 2 2 4 8
1949 2 3 6 4 10
1950 1 5 9 5 7
1951 3 4 1 4 8
1952 7 8 5 2 9
1953 9 8 3 4 10
1954 1 2 3 5 7
1955 5 6 7 4 10
1956 8 8 2 3 8
1957 1 8 5 5 8
1958 5 9 3 2 6
1959 4 9 8 1 8
1960 9 6 6 1 6
1961 7 4 7 5 9
1962 7 2 2 4 10
1963 4 7 5 2 7
1964 4 2 3 2 5
1965 5 6 3 2 10
1966 8 3 8 2 8
1967 8 1 6 2 6
1968 9 1 5 4 10
1969 4 7 2 4 9
1970 2 3 2 5 8
1971 6 7 5 5 5
1972 7 2 2 4 6
1973 9 8 5 1 7
1974 2 7 4 5 6
1975 5 5 9 4 9
1976 8 2 2 2 6
1977 3 7 1 2 9
1978 9 2 8 5 7
1979 4 7 4 1 7
1980 3 1 5 4 10
1981 8 3 1 4 6
1982 5 3 2 1 5
1983 3 2 3 5 6
1984 4 5 7 4 9
1985 5 2 6 2 7
1986 8 3 8 5 6
1987 4 9 2 1 10
1988 4 2 9 3 10
1989 9 4 2 1 6
1990 7 4 8 1 9
1991 2 4 6 5 10
1992 9 3 7 1 10
1993 4 1 1 5 8
1994 8 4 5 5 7
1995 5 7 8 2 6
1996 3 7 8 5 6
1997 6 2 1 3 8
1998 7 2 5 4 9
1999 3 6 3 2 9
2000 9 1 1 4 6
2001 9 4 7 1 5
2002 6 9 8 1 7
2003 2 1 4 2 8
2004 9 3 3 5 7
2005 3 1 3 5 10
2006 8 6 6 4 5
2007 1 6 2 5 9
2008 8 3 1 2 7
2009 7 6 3 2 10
2010 1 3 4 1 5
2011 3 8 4 1 7
2012 4 3 7 3 10
2013 1 8 7 2 6
2014 5 3 9 3 10
2015 5 3 7 4 10
2016 2 4 6 1 6
2017 1 9 7 2 8
2018 7 8 5 3 9
2019 5 9 4 1 6
2020 2 7 8 3 10
2021 9 1 1 4 7
2022 9 1 2 5 5
2023 3 4 6 5 9
2024 5 6 2 3 5
2025 2 4 5 1 7
2026 2 8 3 4 6
2027 1 2 3 5 10
2028 8 5 2 5 6
2029 9 3 6 2 7
2030 3 4 9 2 5
2031 9 6 3 3 9
2032 7 6 2 2 8
2033 8 4 3 3 5
2034 7 3 8 1 7
2035 6 6 4 1 9
2036 7 9 7 4 6
2037 3 1 1 5 8
2038 6 8 9 1 8
2039 7 8 5 5 5
2040 6 8 8 2 6
2041 3 9 3 3 7
2042 7 4 7 1 7
2043 2 5 3 2 5
2044 4 9 4 1 6
2045 1 3 6 2 9
2046 3 2 4 4 10
2047 4 7 6 2 5
2048 5 3 8 3 9
2049 5 6 5 2 5
2050 2 8 2 2 8
2051 5 4 3 1 9
2052 7 3 6 1 8
2053 8 6 4 3 5
2054 7 7 2 4 9
2055 9 8 6 2 10
2056 3 5 9 2 10
2057 7 9 1 2 9
2058 2 5 3 4 5
2059 7 5 4 1 6
2060 1 9 5 5 9
2061 9 9 7 2 8
2062 9 6 6 2 7
2063 1 7 4 3 10
2064 7 7 9 2 5
2065 9 1 4 5 6
2066 1 5 3 1 7
2067 2 4 1 4 9
2068 2 4 6 5 5
2069 8 9 6 3 9
2070 9 6 3 4 10
2071 4 9 8 3 10
2072 8 2 9 3 10
2073 8 6 2 3 8
2074 4 9 5 5 6
2075 1 7 9 5 5
2076 1 9 4 1 9
2077 3 3 5 4 5
2078 5 1 5 1 6
2079 6 9 9 4 6
2080 5 8 2 5 7
2081 8 1 6 2 9
2082 7 1 1 4 6
2083 5 2 3 1 6
2084 8 5 6 2 10
2085 7 3 6 1 6
2086 1 9 2 1 9
2087 1 1 3 3 7
2088 9 5 6 1 5
2089 2 6 3 2 8
2090 3 7 5 3 7
2091 9 9 3 4 7
2092 3 9 6 3 10
2093 1 6 1 5 7
2094 9 9 5 5 8
2095 1 4 8 3 7
2096 2 3 6 1 5
2097 3 4 3 5 6
2098 1 6 2 4 7
2099 3 4 9 1 9
2100 2 4 9 2 5
2101 4 6 8 3 9
2102 6 4 6 5 9
2103 1 5 3 3 7
2104 3 2 7 2 6
2105 8 2 5 2 9
2106 7 7 2 2 8
2107 9 3 2 2 6
2108 2 2 2 3 9
2109 5 6 8 2 8
2110 4 8 9 2 9
2111 5 9 1 1 6
2112 3 5 9 2 5
2113 4 8 7 2 6
2114 3 1 8 4 6
2115 5 5 2 1 9
2116 2 5 8 2 9
2117 2 6 3 2 7
2118 7 8 8 4 5
2119 6 8 3 5 5
2120 8 3 3 2 5
2121 5 4 8 4 10
2122 1 3 3 4 7
2123 2 8 2 1 9
2124 6 9 9 1 9
2125 8 2 6 1 9
2126 3 8 7 5 7
2127 8 6 6 3 6
2128 1 3 1 1 9
2129 5 3 2 4 8
2130 6 1 6 5 6
2131 6 3 2 3 7
2132 2 1 7 5 5
2133 3 6 9 3 5
2134 3 2 1 3 9
2135 2 7 9 5 7
2136 4 3 3 4 10
2137 1 7 7 5 9
2138 1 9 7 3 10
2139 4 2 7 3 8
2140 4 2 2 1 8
2141 2 5 2 4 10
2142 8 6 6 5 8
2143 7 6 5 2 8
2144 1 6 6 1 6
2145 4 7 5 5 5
2146 3 1 1 2 5
2147 5 6 9 2 10
2148 1 6 9 3 5
2149 8 9 6 4 9
2150 7 3 9 4 5
2151 4 7 2 3 8
2152 1 2 8 5 8
2153 2 3 9 2 7
2154 1 3 9 3 6
2155 8 6 5 2 5
2156 2 3 9 4 10
2157 4 6 2 2 9
2158 2 4 7 3 6
2159 4 5 5 3 6
2160 7 9 8 5 9
2161 5 1 8 5 10
2162 6 2 1 1 5
2163 6 4 5 2 9
2164 1 3 6 5 5
2165 6 8 1 1 10
2166 2 6 9 1 5
2167 5 2 1 2 7
2168 7 3 2 4 6
2169 3 3 5 4 9
2170 3 3 9 3 7
2171 5 9 4 1 10
2172 3 6 6 4 10
2173 2 9 6 2 5
2174 8 5 6 4 9
2175 1 6 7 4 9
2176 4 3 8 3 7
2177 3 2 8 2 7
2178 7 7 4 2 9
2179 4 4 7 2 9
2180 9 5 7 4 10
2181 2 5 9 1 6
2182 3 5 9 1 6
2183 6 2 3 5 9
2184 5 5 2 4 9
2185 9 9 5 1 9
2186 6 7 2 2 10
2187 4 7 8 5 8
2188 7 5 1 3 5
2189 4 3 1 3 9
2190 3 5 6 5 8
2191 7 4 4 2 5
2192 7 6 4 4 5
2193 1 1 4 5 10
2194 5 3 2 3 7
2195 4 9 2 4 5
2196 6 2 9 4 10
2197 1 1 6 5 5
2198 9 2 5 1 5
2199 1 2 6 3 10
2200 1 9 5 3 7
2201 7 1 4 2 7
2202 1 2 4 5 6
2203 5 1 5 2 6
2204 8 2 3 5 5
2205 8 2 7 1 5
2206 4 7 2 5 10
2207 8 7 8 1 10
2208 9 1 4 5 10
2209 8 9 8 4 8
2210 3 2 9 2 9
2211 4 6 2 3 6
2212 4 5 5 2 8
2213 4 9 9 4 5
2214 4 4 6 5 6
2215 6 6 5 5 8
2216 8 5 1 3 9
2217 7 9 1 5 6
2218 3 6 7 3 8
2219 1 5 4 3 10
2220 3 5 5 2 8
2221 6 7 9 1 10
2222 8 1 9 1 8
2223 4 6 3 5 6
